"","injuries","crash_date","crash_hour","report_type","num_units","posted_speed_limit","weather_condition","lighting_condition","roadway_surface_cond","first_crash_type","trafficway_type","prim_contributory_cause","latitude","longitude"
"3164","none",2021-11-13 17:00:00,17,"ON SCENE",3,30,"CLOUDY/OVERCAST","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","Y-INTERSECTION","DISTRACTION - FROM INSIDE VEHICLE",41.846624626,-87.647430612
"3165","none",2021-11-13 16:45:00,16,"ON SCENE",2,30,"CLEAR","DAWN","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.945799267,-87.764233507
"3166","none",2021-11-13 16:45:00,16,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.712465314,-87.534712193
"3167","none",2021-11-13 16:45:00,16,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.867286165,-87.630580968
"3168","none",2021-11-13 16:30:00,16,"NOT ON SCENE (DESK REPORT)",2,20,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ALLEY","IMPROPER TURNING/NO SIGNAL",41.933177208,-87.659363574
"3169","none",2021-11-13 16:00:00,16,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.945153931,-87.807061173
"3170","none",2021-11-13 16:00:00,16,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","PARKING LOT","FOLLOWING TOO CLOSELY",41.771325865,-87.722721377
"3171","injuries",2021-11-13 15:56:00,15,"NOT ON SCENE (DESK REPORT)",2,20,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.982177646,-87.696551054
"3172","none",2021-11-13 15:55:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"RAIN","DAWN","WET","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.722257273,-87.585275565
"3173","none",2021-11-13 15:41:00,15,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN BARRIER","IMPROPER OVERTAKING/PASSING",41.882219384,-87.624417302
"3174","none",2021-11-13 15:30:00,15,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","UNKNOWN","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.931254722,-87.775517484
"3175","none",2021-11-13 15:30:00,15,"ON SCENE",2,30,"CLEAR","DUSK","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.923311618,-87.648832945
"3176","none",2021-11-13 15:30:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.925234529,-87.669232544
"3177","none",2021-11-13 15:30:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.924827494,-87.746467644
"3178","none",2021-11-13 15:21:00,15,"ON SCENE",2,40,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER","IMPROPER OVERTAKING/PASSING",41.896826606,-87.616504039
"3179","none",2021-11-13 15:15:00,15,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER TURNING/NO SIGNAL",41.898869733,-87.729734507
"3180","none",2021-11-13 15:15:00,15,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.851132006,-87.668693024
"3181","none",2021-11-13 15:15:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.73641095,-87.624087134
"3182","none",2021-11-13 15:15:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.882068545,-87.61750739
"3183","none",2021-11-13 15:10:00,15,"NOT ON SCENE (DESK REPORT)",3,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.917507593,-87.726425665
"3184","none",2021-11-13 15:04:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.952584173,-87.810229101
"3185","none",2021-11-13 15:00:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","NOT DIVIDED","NOT APPLICABLE",41.798899651,-87.703857998
"3186","none",2021-11-13 15:00:00,15,"NOT ON SCENE (DESK REPORT)",1,20,"CLEAR","DAYLIGHT","DRY","OTHER OBJECT","ONE-WAY","IMPROPER OVERTAKING/PASSING",41.754686603,-87.554964716
"3187","none",2021-11-13 15:00:00,15,"NOT ON SCENE (DESK REPORT)",1,30,"CLEAR","DAYLIGHT","DRY","OTHER NONCOLLISION","NOT DIVIDED","UNABLE TO DETERMINE",41.867196447,-87.651088221
"3188","none",2021-11-13 14:52:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","ONE-WAY","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.735663225,-87.624002591
"3189","none",2021-11-13 14:50:00,14,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","DRY","REAR END","ONE-WAY","UNABLE TO DETERMINE",41.885608962,-87.752666974
"3190","injuries",2021-11-13 14:50:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.910319342,-87.695909597
"3191","none",2021-11-13 14:50:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.866348969,-87.68426587
"3192","none",2021-11-13 14:30:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.977230366,-87.836758239
"3193","none",2021-11-13 14:30:00,14,"NOT ON SCENE (DESK REPORT)",3,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER OVERTAKING/PASSING",41.931275795,-87.686719347
"3194","none",2021-11-13 14:30:00,14,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER OVERTAKING/PASSING",41.721071226,-87.665022035
"3195","none",2021-11-13 14:30:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","ANGLE","FOUR WAY","UNABLE TO DETERMINE",41.741788365,-87.621281565
"3196","none",2021-11-13 14:25:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","ONE-WAY","IMPROPER BACKING",41.893306737,-87.633508959
"3197","none",2021-11-13 14:20:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","OTHER","FOLLOWING TOO CLOSELY",41.724074784,-87.585303232
"3198","none",2021-11-13 14:15:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","IMPROPER TURNING/NO SIGNAL",41.826962003,-87.683455179
"3199","none",2021-11-13 14:05:00,14,"ON SCENE",4,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.90444455,-87.769228465
"3200","injuries",2021-11-13 14:01:00,14,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.753330062,-87.696338509
"3201","none",2021-11-13 14:00:00,14,"NOT ON SCENE (DESK REPORT)",2,10,"RAIN","DAYLIGHT","WET","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.931021006,-87.676864018
"3202","none",2021-11-13 14:00:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.844207795,-87.719611926
"3203","none",2021-11-13 14:00:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.846401577,-87.690739168
"3204","none",2021-11-13 14:00:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.813509791,-87.672238565
"3205","none",2021-11-13 13:50:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.939910476,-87.71237518
"3206","none",2021-11-13 13:45:00,13,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","ANGLE","FOUR WAY","FAILING TO YIELD RIGHT-OF-WAY",41.882980086,-87.698917488
"3207","none",2021-11-13 13:45:00,13,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","DRY","REAR TO FRONT","PARKING LOT","IMPROPER BACKING",41.706175656,-87.670631925
"3208","injuries",2021-11-13 13:45:00,13,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","DISTRACTION - FROM INSIDE VEHICLE",41.816479136,-87.634490245
"3209","none",2021-11-13 13:41:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE OPPOSITE DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.967117236,-87.737723541
"3210","none",2021-11-13 13:40:00,13,"ON SCENE",1,30,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","NOT DIVIDED","UNABLE TO DETERMINE",41.879268079,-87.754950103
"3211","injuries",2021-11-13 13:38:00,13,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","PEDESTRIAN","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO REDUCE SPEED TO AVOID CRASH",41.759677922,-87.644127065
"3212","none",2021-11-13 13:30:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","UNKNOWN","SIDESWIPE SAME DIRECTION","ONE-WAY","IMPROPER BACKING",41.923834456,-87.642304403
"3213","none",2021-11-13 13:25:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","IMPROPER OVERTAKING/PASSING",41.779790078,-87.603020276
"3214","none",2021-11-13 13:25:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.831835811,-87.675461839
"3215","injuries",2021-11-13 13:20:00,13,"NOT ON SCENE (DESK REPORT)",2,35,"CLOUDY/OVERCAST","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN BARRIER","UNABLE TO DETERMINE",41.773292896,-87.586442368
"3216","none",2021-11-13 13:20:00,13,"NOT ON SCENE (DESK REPORT)",2,10,"CLEAR","DAYLIGHT","DRY","REAR TO REAR","PARKING LOT","UNABLE TO DETERMINE",41.866776213,-87.625962198
"3217","none",2021-11-13 13:20:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.931005545,-87.648806738
"3218","none",2021-11-13 13:20:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","ONE-WAY","IMPROPER LANE USAGE",41.843166456,-87.643827632
"3219","none",2021-11-13 13:16:00,13,"ON SCENE",2,35,"CLEAR","DUSK","UNKNOWN","SIDESWIPE SAME DIRECTION","PARKING LOT","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.937346136,-87.806873352
"3220","none",2021-11-13 13:15:00,13,"ON SCENE",1,30,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","PARKING LOT","NOT APPLICABLE",41.849333873,-87.62685853
"3221","injuries",2021-11-13 13:05:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"RAIN","DAYLIGHT","WET","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FOLLOWING TOO CLOSELY",41.779926518,-87.631979326
"3222","none",2021-11-13 12:57:00,12,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.859328386,-87.623819231
"3223","none",2021-11-13 12:55:00,12,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN BARRIER","UNABLE TO DETERMINE",41.750615544,-87.585939064
"3224","none",2021-11-13 12:55:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"FREEZING RAIN/DRIZZLE","DAYLIGHT","UNKNOWN","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.940269581,-87.669237607
"3225","none",2021-11-13 12:45:00,12,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","ONE-WAY","IMPROPER LANE USAGE",41.743938514,-87.624192521
"3226","none",2021-11-13 12:45:00,12,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","DRY","ANGLE","DIVIDED - W/MEDIAN BARRIER","FAILING TO YIELD RIGHT-OF-WAY",41.772634626,-87.62527215
"3227","none",2021-11-13 12:36:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.891350346,-87.632427051
"3228","none",2021-11-13 12:35:00,12,"ON SCENE",1,30,"RAIN","DAYLIGHT","WET","FIXED OBJECT","NOT DIVIDED","UNABLE TO DETERMINE",41.736653272,-87.611849091
"3229","none",2021-11-13 12:35:00,12,"ON SCENE",3,20,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","DISTRACTION - FROM INSIDE VEHICLE",42.021625133,-87.671745916
"3230","none",2021-11-13 12:30:00,12,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","UNKNOWN","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.92589288,-87.766204826
"3231","none",2021-11-13 12:30:00,12,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.797395026,-87.585610648
"3232","injuries",2021-11-13 12:30:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","UNKNOWN","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.844239638,-87.717290181
"3233","none",2021-11-13 12:15:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","NOT APPLICABLE",41.822563836,-87.724187479
"3234","none",2021-11-13 12:15:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.764235781,-87.70632988
"3235","injuries",2021-11-13 12:15:00,12,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)","DISREGARDING STOP SIGN",41.917236862,-87.727933171
"3236","none",2021-11-13 12:09:00,12,"ON SCENE",3,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","EQUIPMENT - VEHICLE CONDITION",41.961086707,-87.725443991
"3237","none",2021-11-13 12:00:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.891313149,-87.648008667
"3238","none",2021-11-13 12:00:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.8844735,-87.745570787
"3239","none",2021-11-13 12:00:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.810565677,-87.665170517
"3240","none",2021-11-13 12:00:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","UNKNOWN","UNABLE TO DETERMINE",41.856712017,-87.670508018
"3241","injuries",2021-11-13 11:58:00,11,"ON SCENE",1,30,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","NOT DIVIDED","NOT APPLICABLE",41.74403248,-87.590392574
"3242","none",2021-11-13 11:55:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.779345515,-87.685203659
"3243","none",2021-11-13 11:49:00,11,"ON SCENE",1,30,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","NOT DIVIDED","UNABLE TO DETERMINE",41.65931794,-87.600528751
"3244","none",2021-11-13 11:46:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","WET","ANGLE","NOT DIVIDED","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.807020803,-87.655262687
"3245","none",2021-11-13 11:45:00,11,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","WET","SIDESWIPE SAME DIRECTION","ONE-WAY","UNABLE TO DETERMINE",41.982431515,-87.658128786
"3246","none",2021-11-13 11:40:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"RAIN","DAYLIGHT","WET","ANGLE","FOUR WAY","IMPROPER LANE USAGE",41.902989458,-87.701844872
"3247","injuries",2021-11-13 11:40:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.965574118,-87.652521908
"3248","none",2021-11-13 11:38:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN BARRIER","IMPROPER TURNING/NO SIGNAL",41.888399178,-87.623954282
"3249","none",2021-11-13 11:38:00,11,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.816236228,-87.700979948
"3250","none",2021-11-13 11:35:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","UNKNOWN","TURNING","NOT DIVIDED","UNABLE TO DETERMINE",41.928810488,-87.673964971
"3251","none",2021-11-13 11:35:00,11,"ON SCENE",3,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN BARRIER","UNABLE TO DETERMINE",41.760474227,-87.741632591
"3252","injuries",2021-11-13 11:35:00,11,"ON SCENE",5,30,"RAIN","DAYLIGHT","WET","SIDESWIPE SAME DIRECTION","CENTER TURN LANE","IMPROPER OVERTAKING/PASSING",41.750279224,-87.683059184
"3253","none",2021-11-13 11:30:00,11,"NOT ON SCENE (DESK REPORT)",2,20,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.880400558,-87.761474578
"3254","none",2021-11-13 11:30:00,11,"NOT ON SCENE (DESK REPORT)",1,30,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","NOT DIVIDED","ROAD ENGINEERING/SURFACE/MARKING DEFECTS",41.713693938,-87.618838816
"3255","none",2021-11-13 11:30:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","WET","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER","NOT APPLICABLE",41.763951651,-87.722497655
"3256","none",2021-11-13 11:20:00,11,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.880689087,-87.738193376
"3257","injuries",2021-11-13 11:20:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PEDESTRIAN","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.882214065,-87.774654618
"3258","none",2021-11-13 11:20:00,11,"NOT ON SCENE (DESK REPORT)",2,35,"RAIN","DAYLIGHT","WET","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.728739223,-87.638699511
"3259","none",2021-11-13 11:15:00,11,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","WET","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","NOT APPLICABLE",41.815052763,-87.702446328
"3260","none",2021-11-13 11:15:00,11,"NOT ON SCENE (DESK REPORT)",2,10,"UNKNOWN","DAYLIGHT","UNKNOWN","REAR TO FRONT","PARKING LOT","UNABLE TO DETERMINE",41.778097973,-87.765056113
"3261","none",2021-11-13 11:14:00,11,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.924964652,-87.692478132
"3262","none",2021-11-13 11:10:00,11,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.994115758,-87.697144149
"3263","none",2021-11-13 11:07:00,11,"ON SCENE",2,20,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.807758106,-87.741028003
"3264","none",2021-11-13 11:00:00,11,"NOT ON SCENE (DESK REPORT)",2,35,"CLOUDY/OVERCAST","DAYLIGHT","UNKNOWN","REAR TO FRONT","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.925542173,-87.6402891
"3265","none",2021-11-13 11:00:00,11,"ON SCENE",2,25,"SNOW","DAYLIGHT","WET","ANGLE","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.990336639,-87.707534415
"3266","none",2021-11-13 11:00:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","WET","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",42.01986688,-87.666375446
"3267","none",2021-11-13 11:00:00,11,"NOT ON SCENE (DESK REPORT)",3,20,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.665320306,-87.620690885
"3268","none",2021-11-13 10:55:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FOLLOWING TOO CLOSELY",41.880261583,-87.667680819
"3269","none",2021-11-13 10:45:00,10,"ON SCENE",3,45,"CLEAR","DAYLIGHT","WET","REAR END","DIVIDED - W/MEDIAN BARRIER","FOLLOWING TOO CLOSELY",41.774819188,-87.624908582
"3270","none",2021-11-13 10:40:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","ONE-WAY","UNABLE TO DETERMINE",41.767823495,-87.572530659
"3271","none",2021-11-13 10:30:00,10,"ON SCENE",2,20,"UNKNOWN","DAYLIGHT","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.958452047,-87.729206929
"3272","none",2021-11-13 10:30:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","TURNING","NOT DIVIDED","UNABLE TO DETERMINE",41.866140868,-87.73508956
"3273","none",2021-11-13 10:30:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","OTHER","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.875584234,-87.627765504
"3274","none",2021-11-13 10:30:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.968908783,-87.660002012
"3275","none",2021-11-13 10:15:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PEDALCYCLIST","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.793942928,-87.684189969
"3276","injuries",2021-11-13 10:15:00,10,"ON SCENE",2,30,"RAIN","DAYLIGHT","WET","HEAD ON","NOT DIVIDED","DRIVING ON WRONG SIDE/WRONG WAY",41.881583538,-87.715984697
"3277","none",2021-11-13 10:10:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","OTHER","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.852991219,-87.629386933
"3278","injuries",2021-11-13 10:05:00,10,"ON SCENE",2,30,"CLEAR","DAYLIGHT","WET","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO REDUCE SPEED TO AVOID CRASH",42.019361675,-87.684492584
"3279","none",2021-11-13 10:00:00,10,"ON SCENE",2,20,"RAIN","DAYLIGHT","WET","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.969883518,-87.657788008
"3280","none",2021-11-13 10:00:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","FOUR WAY","UNABLE TO DETERMINE",41.969135642,-87.654970124
"3281","injuries",2021-11-13 09:51:00,9,"ON SCENE",3,30,"CLOUDY/OVERCAST","DAYLIGHT","WET","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.94549037,-87.801078229
"3282","none",2021-11-13 09:40:00,9,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.940241193,-87.639639114
